1,199,-75.66796564124525
2,199,-74.58256259094924
3,136,-42.69638940761797
4,199,-77.75574494060129
5,199,-76.45484189782292
6,199,-75.5313438475132
7,199,-75.53859378444031
8,199,-74.06600032746792
9,199,-78.34990789182484
10,174,-60.52215273550246
11,199,-76.7076313989237
12,170,-66.0708525381051
13,167,-64.10996895702556
14,199,-75.0143748531118
15,199,-77.8360485797748
16,199,-74.9508664670866
17,180,-68.55812637787312
18,199,-77.50717092026025
19,199,-77.9826709292829
20,199,-77.29782493575476
21,199,-74.72827715799212
22,199,-77.24110613716766
23,135,-49.882910010870546
24,199,-76.7512033591047
25,199,-79.30705347284675
26,165,-64.40138107177336
27,199,-72.11998156202026
28,78,-36.7430816157721
29,33,-21.564212430268526
30,38,-22.15964577626437
31,39,-27.747187570668757
32,83,-29.8994820502121
33,97,-37.22083492105594
34,58,-21.92161017889157
35,43,-21.866805210709572
36,168,-54.1716827088967
37,199,-77.28922151587903
38,71,-27.99872160051018
39,94,-29.995259230141528
40,49,-24.545330276712775
41,111,-37.49456223077141
42,149,-48.4982258817181
43,54,-20.677630295278504
44,17,-20.73057730056462
45,96,-31.355387097224593
46,28,-21.62320329771319
47,41,-30.01165416976437
48,158,-53.785889271093765
49,91,-29.926505776587874
50,110,-45.11654293281026
51,58,-26.177472836337984
52,51,-26.405008004046977
53,25,-21.885147681692615
54,149,-45.504105146974325
55,61,-32.059600012376904
56,199,-78.94965744816363
57,83,-31.533842689124867
58,59,-24.66996645461768
59,91,-40.61517805419862
60,33,-28.523418312659487
61,33,-30.368950023008438
62,56,-30.901520719751716
63,20,-26.32243418833241
64,53,-24.494039568817243
65,39,-18.56598852481693
66,75,-34.710868577472866
67,63,-31.610999504569918
68,46,-24.585400943178684
69,80,-37.659241474058945
70,74,-33.08540767163504
71,38,-23.19716996094212
72,54,-32.37369125604164
73,138,-54.09319874428911
74,199,-70.97972859349102
75,100,-39.0571954093175
76,167,-55.24914082698524
77,29,-27.292850080877542
78,53,-29.41844087280333
79,125,-39.00641832489055
80,199,-78.072541765403
81,141,-55.13188017136417
82,93,-30.02431974024512
83,58,-33.02498727286002
84,87,-39.82542606955394
85,51,-30.045367347687716
86,199,-69.81616839912022
87,175,-62.492887381929904
88,52,-30.016695204016287
89,70,-26.1585747578647
90,192,-76.65102837793529
91,72,-24.635081002954394
92,103,-33.180829130113125
93,71,-34.09263411164284
94,199,-71.01262869965285
95,117,-47.26993582538125
96,99,-35.20823475997895
97,118,-47.447984009893844
98,70,-26.283747549634427
99,72,-36.178678455529734
100,40,-29.065569067373872
101,118,-37.145956142339855
102,91,-31.864328251453117
103,127,-50.253268064931035
104,68,-24.09021573344944
105,121,-38.919345968985
106,149,-49.01289817853831
107,64,-25.330269809812307
108,61,-34.52081274846569
109,43,-21.900135330855846
110,29,-21.353570211562328
111,177,-60.35238507042959
112,21,-26.102607047534548
113,58,-24.83296705549583
114,63,-23.328269628691487
115,66,-33.01406996289734
116,73,-24.187865266110748
117,24,-25.835094609297812
118,82,-35.15925496967975
119,62,-24.29033261211589
120,98,-32.03277564258315
121,54,-25.693628799635917
122,41,-22.708463779184967
123,58,-31.88540169177577
124,137,-42.99264689680422
125,199,-74.73160218354315
126,33,-26.26880384236574
127,46,-21.138832687807735
128,51,-30.30388586281333
129,110,-34.81178669136716
130,128,-50.546955697471276
131,74,-28.763554646633565
132,76,-26.64113972472842
133,70,-25.739429878536612
134,199,-75.20998562918976
135,29,-21.36871167109348
136,128,-50.69921764731407
137,31,-26.615476008621044
138,73,-25.64071224955842
139,87,-29.403639872092754
140,52,-29.753143093083054
141,172,65.39432226214558
142,83,-35.715865203186695
143,130,-49.47666579298675
144,86,-32.433191519230604
145,53,-23.758943611755967
146,26,-27.848522564891027
147,62,-24.210161509137833
148,183,-61.953367656387854
149,101,-42.371138837886974
150,132,-51.67205108658527
151,91,-28.96770308050327
152,96,-30.8460742571624
153,90,-31.63164360448718
154,152,-58.69977639247372
155,51,-31.65034926799126
156,92,-30.01834940444678
157,59,-21.54975104983896
158,130,-50.2133629694581
159,34,-26.52372862608172
160,56,-25.58769286441384
161,87,-29.013133096159436
162,172,-65.40064264659304
163,129,82.66615684470162
164,37,-18.1727805485134
165,33,-18.55538510484621
166,31,-27.287354430067353
167,65,-31.767410897184163
168,40,-27.935023344587535
169,111,-46.14517933502793
170,83,-38.531481778249145
171,76,-34.551741937641054
172,26,-27.231512450031005
173,39,-30.06317281257361
174,61,-23.32411760650575
175,65,-32.28477437235415
176,29,-22.195767889963463
177,92,92.74557656934485
178,95,-40.502576407045126
179,86,-38.25526543101296
180,66,82.76278935931623
181,52,-21.266975113074295
182,29,-21.423493929207325
183,25,-27.481478369096294
184,129,-47.814033509930596
185,39,-27.803495146974456
186,42,-20.48806252051145
187,24,-18.669810011750087
