2,0,-22.558647834150555,failed
3,0,-21.44118822406812,failed
4,0,-17.19643464836649,failed
5,0,-24.96993219849178,failed
6,0,-23.561798982015553,failed
7,0,-22.241598786465822,failed
8,0,-22.929765897113523,failed
9,0,-21.299702972768355,failed
10,0,-25.778844236923774,failed
11,0,-20.19236966040301,failed
12,0,-23.536601955964837,failed
13,0,-26.77908595520067,failed
14,0,-26.25954514850357,failed
15,0,-22.096333934755464,failed
16,0,-24.75416486074257,failed
17,0,-21.245887624994268,failed
18,0,-25.736359649498887,failed
19,0,-24.49217930163833,failed
20,0,-24.818214375968537,failed
21,0,-24.491020049856928,failed
22,0,-21.48239789453701,failed
23,0,-24.563314487831107,failed
24,0,-24.809477861272704,failed
25,0,-23.673063184379153,failed
26,0,-25.91729946347089,failed
27,0,-26.650191338673622,failed
28,0,-19.647956146094913,failed
29,0,-27.320126925989165,failed
30,0,-19.760943622320788,failed
31,0,-19.888113113687165,failed
32,0,-24.89463355486709,failed
33,0,-20.033914135489148,failed
34,0,-23.761055730773005,failed
35,0,-17.43638628228506,failed
36,0,-19.208765941850068,failed
37,0,-17.905651921286793,failed
38,0,-24.119421782756312,failed
39,0,-20.698226263332753,failed
40,0,-17.105175816358013,failed
41,0,-20.987026669046912,failed
42,0,-20.1003307035813,failed
43,0,-17.27288125920513,failed
44,0,-16.870006907676505,failed
45,0,-20.3881190441302,failed
46,0,-18.632458584901215,failed
47,0,-20.53910690552241,failed
48,0,-26.826956044871984,failed
49,0,-20.155417269731437,failed
50,0,-18.201064677859993,failed
51,0,-28.263492692213987,failed
52,0,-21.18118405561732,failed
53,0,-22.234715414892698,failed
54,0,-20.862447172805286,failed
55,0,-17.81703327500406,failed
56,0,-25.835914622800644,failed
57,0,-25.808999420510204,failed
58,0,-21.455497314984278,failed
59,0,-19.487338806995194,failed
60,0,-28.003141765429596,failed
61,0,-26.225193360146257,failed
62,0,-27.64401782153959,failed
63,0,-25.58142226850468,failed
64,0,-25.034691740199833,failed
65,0,-20.31624493316383,failed
66,0,-16.829910202558633,failed
67,0,-26.150559696817766,failed
68,0,-25.392324355386016,failed
69,0,-21.541653691250605,failed
70,0,-26.19063602465851,failed
71,0,-24.82671793226934,failed
72,0,-20.791649230159894,failed
73,0,-27.494607224930526,failed
74,0,-27.94523686421801,failed
75,0,-17.940260404176847,failed
76,0,-24.535599363409332,failed
77,0,-18.32550417655071,failed
78,0,-25.51753896666905,failed
79,0,-25.244753434308386,failed
80,0,-17.921212948800182,failed
81,0,-24.997185586619487,failed
82,0,-27.345326077899767,failed
83,0,-18.38397951674624,failed
84,0,-27.426408188868574,failed
85,0,-28.246466950367456,failed
86,0,-25.80261016460048,failed
87,0,-22.73443185996943,failed
88,0,-21.60042593556984,failed
89,0,-25.254637029938408,failed
90,0,-19.07039011165881,failed
91,0,-26.98980010632604,failed
92,0,-17.26824083725359,failed
93,0,-18.696927194819295,failed
94,0,-26.277912706615687,failed
95,0,-18.39656641112318,failed
96,0,-27.770471517640914,failed
97,0,-24.326390619459737,failed
98,0,-27.78103259251921,failed
99,0,-19.48948617517392,failed
100,0,-28.137026300689676,failed
101,0,-26.03064251684984,failed
102,0,-18.035237621568875,failed
103,0,-20.20979431047233,failed
104,0,-27.327879581239014,failed
105,0,-17.663461391525235,failed
106,0,-18.55468773923621,failed
107,0,-18.900828360825013,failed
108,0,-19.494418255014864,failed
109,0,-28.276110887585503,failed
110,0,-19.306952416363597,failed
111,0,-20.17666881127367,failed
112,0,-18.326258806260718,failed
113,0,-24.96396988662223,failed
114,0,-19.96968862994818,failed
115,0,-18.0431713052626,failed
116,0,-25.851807902959912,failed
117,0,-17.001558655488502,failed
118,0,-24.482465395197337,failed
119,0,-25.42624188525903,failed
120,0,-18.77564096220196,failed
121,0,-18.56596861899272,failed
122,0,-21.188812373895512,failed
123,0,-20.363899518301736,failed
124,0,-26.36553904350542,failed
125,0,-17.495740168769903,failed
126,0,-21.86645642627706,failed
127,0,-24.289304114149097,failed
128,0,-18.40909721734846,failed
129,0,-25.80802847154096,failed
130,0,-18.38998100572725,failed
131,0,-27.621155355472055,failed
132,0,-20.90462178593986,failed
133,0,-18.585362514102037,failed
134,0,-18.750455182372434,failed
135,0,-17.404070059631767,failed
136,0,-20.127751099765227,failed
137,0,-27.26727723532376,failed
138,0,-24.74039009841155,failed
139,0,-18.25829933272641,failed
140,0,-18.60838879315426,failed
141,0,-25.443662153962556,failed
142,0,99.46691319442166,succeed
143,0,-25.823535411807043,failed
144,0,-25.943617689291962,failed
145,0,-21.81653567373003,failed
146,0,-19.5580527430277,failed
147,0,-26.29864057933021,failed
148,0,-18.721111942025527,failed
149,0,-15.977668977517705,failed
150,0,-27.66595082900684,failed
151,0,-27.18611733880669,failed
152,0,-17.36017687638215,failed
153,0,-18.540530913597447,failed
154,0,-20.667360876864727,failed
155,0,-27.30029527859117,failed
156,0,-27.01780759729539,failed
157,0,-18.264957644794183,failed
158,0,-16.856011863102925,failed
159,0,-26.37054173186815,failed
160,0,-24.53066356667654,failed
161,0,-20.686499269294778,failed
162,0,-18.368426990950077,failed
163,0,-25.410044605735184,failed
164,0,101.1055529138033,succeed
165,0,-16.67530240747962,failed
166,0,-17.365394410272696,failed
167,0,-25.147014430199672,failed
168,0,-25.176686654026447,failed
